# plugin	O-MicrotonalSampler
# uiRoot	Resources/ui
# generated	2026-08-30T05:56:25.021Z
# NOTE	class is a SUGGESTION WITH A REASON, never a silent drop. Read every UNSURE and every DELETE row.
# source	file	line	selector	attr	class	keyed	suggestedKey	text	reason
js-prose	js/sampler-app.js	1356	endUnit.textContent		UNIT	no	ui.ms-2	ms	unit symbol, language-neutral (D-03)
js-prose	js/sampler-app.js	1384	errEl.textContent		LABEL	no	ui.start-and-end-must	Start and end must be 0–100 %, with end greater than start.	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	1385	errEl.textContent		LABEL	no	ui.start-and-end-must-2	Start and end must be in ms, with end greater than start.	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-composed	js/sampler-app.js	1739	sizeEl.textContent		LABEL	no	ui.project-state-will-grow	Project state will grow by ~${formatBytes(sizeBytes)}.	prose sits OUTSIDE the interpolation — needs a {token} entry, not a flat one
js-prose	js/sampler-app.js	1746	sizeEl.textContent		LABEL	no	ui.size-will-be-confirmed	Size will be confirmed after folder selection.	prose survives the readout filter
js-composed	js/sampler-app.js	1866	messageEl.textContent		LABEL	no	ui.embedding-folder-folderlabel-will	Embedding folder ${folderLabel}will add 	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-composed	js/sampler-app.js	1867	messageEl.textContent		LABEL	no	ui.formatbytes-sizebytes-to-your	~${formatBytes(sizeBytes)} to your project state.	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-composed	js/sampler-app.js	1902	messageEl.textContent		LABEL	no	ui.notename-layer-mark-already	${noteName} layer ${mark} already holds the maximum ${variantWord}. Replace the cell, or cancel.	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-composed	js/sampler-app.js	1903	messageEl.textContent		LABEL	no	ui.notename-layer-mark-already-2	${noteName} layer ${mark} already holds ${variantWord}. Add this sample as round-robin variant ${existingCount + 1}, or replace the cell?	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	1933	titleEl.textContent		LABEL	no	ui.are-you-sure	Are you sure?	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	1935	confirmEl.textContent		LABEL	no	ui.confirm	Confirm	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	1958	titleEl.textContent		LABEL	no	ui.diagnostic	Diagnostic	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	1960	copyBtn.textContent		LABEL	no	ui.copy-again	Copy again	prose survives the readout filter
js-prose	js/sampler-app.js	1985	hintEl.textContent		LABEL	no	ui.auto-copied-to-clipboard	Auto-copied to clipboard. (Select below + ⌘C if you need it again.)	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	1986	hintEl.textContent		LABEL	no	ui.clipboard-write-blocked-select	Clipboard write blocked — select the text below and ⌘C to copy.	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	1993	copyBtn.textContent		LABEL	no	ui.copied	Copied ✓	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	1993	copyBtn.textContent		LABEL	no	ui.copy-failed	Copy failed	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	1994	copyBtn.textContent		LABEL	no	ui.copy-again-2	Copy again	prose survives the readout filter
js-composed	js/sampler-app.js	2213	label.textContent		LABEL	no	ui.variant-editorstate-variantindex-1	Variant ${editorState.variantIndex + 1} of ${editorState.variantCount}	prose sits OUTSIDE the interpolation — needs a {token} entry, not a flat one
js-prose	js/sampler-app.js	2237	fnEl.textContent		LABEL	no	ui.unknown	(unknown)	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-composed	js/sampler-app.js	2238	midiEl.textContent		LABEL	no	ui.midi-snap-midinote	MIDI ${snap.midiNote}	prose sits OUTSIDE the interpolation — needs a {token} entry, not a flat one
js-prose	js/sampler-app.js	2649	titleEl.textContent		LABEL	no	ui.drag-dropped-samples-not	Drag-dropped samples not embedded	prose survives the readout filter
js-composed	js/sampler-app.js	2652	messageEl.textContent		LABEL	no	ui.samples-were-drag-dropped	Samples were drag-dropped from "${friendly}" without "Embed audio" 	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	2653	messageEl.textContent		LABEL	no	ui.enabled-so-they-could	enabled, so they could not be re-loaded automatically. 	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	2654	messageEl.textContent		LABEL	no	ui.re-drag-the-folder	Re-drag the folder onto the plugin, or browse to its current location.	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	2657	locateBtn.textContent		LABEL	no	ui.browse-for-folder	Browse for folder…	prose survives the readout filter
js-prose	js/sampler-app.js	2659	titleEl.textContent		LABEL	no	ui.sample-folder-not-found	Sample folder not found	prose survives the readout filter
js-composed	js/sampler-app.js	2669	messageEl.textContent		LABEL	no	ui.the-sample-folder-foldername	The sample folder "${folderName}" was not found at its saved location. Locate it now, or skip and load samples manually.	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	2670	messageEl.textContent		LABEL	no	ui.the-saved-sample-folder	The saved sample folder was not found. Locate it now, or skip and load samples manually.	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	2671	pathEl.textContent		LABEL	no	ui.empty-path	(empty path)	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/sampler-app.js	2673	locateBtn.textContent		LABEL	no	ui.locate-folder	Locate folder…	prose survives the readout filter
js-composed	js/sampler-app.js	2748	head.textContent		LABEL	no	ui.midi-d-midinote-velocitylayertorange	MIDI ${d.midiNote} · ${velocityLayerToRange(d.velocityLayer).mark}	prose sits OUTSIDE the interpolation — needs a {token} entry, not a flat one
js-composed	js/sampler-app.js	2923	btn.textContent		READOUT	no	ui.name-count	${name} (${count})	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
