# plugin	O-Prism
# uiRoot	Source/ui/public
# generated	2026-08-30T20:55:40.643Z
# NOTE	class is a SUGGESTION WITH A REASON, never a silent drop. Read every UNSURE and every DELETE row.
# source	file	line	selector	attr	class	keyed	suggestedKey	text	reason
html-text	index.html	1121	option		LABEL	no	select-subshape.saw	Saw	prose survives the readout filter
html-text	index.html	1121	option		LABEL	no	select-subshape.square	Square	prose survives the readout filter
html-text	index.html	1125	span.dropdown-label		LABEL	no	synth-tab.octave	Octave	prose survives the readout filter
html-text	index.html	1127	option		LABEL	no	select-suboctave.1-oct	-1 Oct	prose survives the readout filter
html-text	index.html	1127	option		LABEL	no	select-suboctave.2-oct	-2 Oct	prose survives the readout filter
html-text	index.html	1127	option		LABEL	no	select-suboctave.3-oct	-3 Oct	prose survives the readout filter
html-text	index.html	1127	option		LABEL	no	select-suboctave.4-oct	-4 Oct	prose survives the readout filter
html-text	index.html	1131	span.dropdown-label		LABEL	no	synth-tab.routing	Routing	prose survives the readout filter
html-text	index.html	1133	option		LABEL	no	select-subrouting.post-filter	Post-Filter	prose survives the readout filter
html-text	index.html	1133	option		LABEL	no	select-subrouting.pre-filter	Pre-Filter	prose survives the readout filter
html-text	index.html	1140	div.section-header		LABEL	no	synth-tab.noise	Noise	prose survives the readout filter
html-text	index.html	1143	span.dropdown-label		LABEL	no	synth-tab.type	Type	prose survives the readout filter
html-text	index.html	1145	option		LABEL	no	select-noisetype.white	White	prose survives the readout filter
html-text	index.html	1145	option		LABEL	no	select-noisetype.pink	Pink	prose survives the readout filter
html-text	index.html	1145	option		LABEL	no	select-noisetype.brown	Brown	prose survives the readout filter
html-text	index.html	1145	option		LABEL	no	select-noisetype.digital	Digital	prose survives the readout filter
html-text	index.html	1145	option		LABEL	no	select-noisetype.vinyl	Vinyl	prose survives the readout filter
html-text	index.html	1145	option		LABEL	no	select-noisetype.wind	Wind	prose survives the readout filter
html-text	index.html	1152	div.section-header		LABEL	no	synth-tab.performance	Performance	prose survives the readout filter
html-text	index.html	1156	span.dropdown-label		LABEL	no	synth-tab.glide-mode	Glide Mode	prose survives the readout filter
html-text	index.html	1158	option		LABEL	no	select-glidemode.off	Off	prose survives the readout filter
html-text	index.html	1158	option		LABEL	no	select-glidemode.legato	Legato	prose survives the readout filter
html-text	index.html	1158	option		LABEL	no	select-glidemode.always	Always	prose survives the readout filter
html-text	index.html	1169	div.section-header		LABEL	no	synth-tab.filter-a	Filter A	prose survives the readout filter
html-text	index.html	1172	span.dropdown-label		LABEL	no	synth-tab.type-2	Type	prose survives the readout filter
html-text	index.html	1174	option		LABEL	no	select-filtatype.lp12	LP12	prose survives the readout filter
html-text	index.html	1174	option		LABEL	no	select-filtatype.lp24	LP24	prose survives the readout filter
html-text	index.html	1174	option		LABEL	no	select-filtatype.hp12	HP12	prose survives the readout filter
html-text	index.html	1174	option		LABEL	no	select-filtatype.hp24	HP24	prose survives the readout filter
html-text	index.html	1174	option		LABEL	no	select-filtatype.bp12	BP12	prose survives the readout filter
html-text	index.html	1174	option		LABEL	no	select-filtatype.bp24	BP24	prose survives the readout filter
html-text	index.html	1174	option		LABEL	no	select-filtatype.notch	Notch	prose survives the readout filter
html-text	index.html	1185	span.dropdown-label		LABEL	no	synth-tab.filter-routing	Filter Routing	prose survives the readout filter
html-text	index.html	1187	option		LABEL	no	select-filtrouting.serial	Serial	prose survives the readout filter
html-text	index.html	1187	option		LABEL	no	select-filtrouting.parallel	Parallel	prose survives the readout filter
html-text	index.html	1192	div.section-header		LABEL	no	synth-tab.filter-b	Filter B	prose survives the readout filter
html-text	index.html	1195	span.dropdown-label		LABEL	no	synth-tab.type-3	Type	prose survives the readout filter
html-text	index.html	1197	option		LABEL	no	select-filtbtype.lp12	LP12	prose survives the readout filter
html-text	index.html	1197	option		LABEL	no	select-filtbtype.lp24	LP24	prose survives the readout filter
html-text	index.html	1197	option		LABEL	no	select-filtbtype.hp12	HP12	prose survives the readout filter
html-text	index.html	1197	option		LABEL	no	select-filtbtype.hp24	HP24	prose survives the readout filter
html-text	index.html	1197	option		LABEL	no	select-filtbtype.bp12	BP12	prose survives the readout filter
html-text	index.html	1197	option		LABEL	no	select-filtbtype.bp24	BP24	prose survives the readout filter
html-text	index.html	1197	option		LABEL	no	select-filtbtype.notch	Notch	prose survives the readout filter
html-text	index.html	1211	div.section-header		LABEL	no	synth-tab.amp-envelope	Amp Envelope	prose survives the readout filter
html-text	index.html	1220	div.section-header		LABEL	no	synth-tab.filter-envelope	Filter Envelope	prose survives the readout filter
html-text	index.html	1235	div.section-header		UNSURE	no	lfo1-section.lfo-1	LFO 1	the element holds element children as well as this text — key the text in its own <span>, or applyLabel will delete the siblings
html-text	index.html	1235	#toggle-lfo1Sync		LABEL	no	toggle-lfo1Sync	Free	prose survives the readout filter
html-text	index.html	1235	#toggle-lfo1FreeRun		LABEL	no	toggle-lfo1FreeRun	Retrig	prose survives the readout filter
html-text	index.html	1239	span.dropdown-label		LABEL	no	lfo1-div-wrap.division	Division	prose survives the readout filter
html-text	index.html	1247	span.dropdown-label		LABEL	no	lfo1-section.shape	Shape	prose survives the readout filter
html-text	index.html	1249	option		LABEL	no	select-lfo1shape.sine	Sine	prose survives the readout filter
html-text	index.html	1249	option		LABEL	no	select-lfo1shape.triangle	Triangle	prose survives the readout filter
html-text	index.html	1249	option		LABEL	no	select-lfo1shape.saw	Saw	prose survives the readout filter
html-text	index.html	1249	option		LABEL	no	select-lfo1shape.square	Square	prose survives the readout filter
html-text	index.html	1255	div.section-header		UNSURE	no	lfo2-section.lfo-2	LFO 2	the element holds element children as well as this text — key the text in its own <span>, or applyLabel will delete the siblings
html-text	index.html	1255	#toggle-lfo2Sync		LABEL	no	toggle-lfo2Sync	Free	prose survives the readout filter
html-text	index.html	1255	#toggle-lfo2FreeRun		LABEL	no	toggle-lfo2FreeRun	Retrig	prose survives the readout filter
html-text	index.html	1259	span.dropdown-label		LABEL	no	lfo2-div-wrap.division	Division	prose survives the readout filter
html-text	index.html	1267	span.dropdown-label		LABEL	no	lfo2-section.shape	Shape	prose survives the readout filter
html-text	index.html	1269	option		LABEL	no	select-lfo2shape.sine	Sine	prose survives the readout filter
html-text	index.html	1269	option		LABEL	no	select-lfo2shape.triangle	Triangle	prose survives the readout filter
html-text	index.html	1269	option		LABEL	no	select-lfo2shape.saw	Saw	prose survives the readout filter
html-text	index.html	1269	option		LABEL	no	select-lfo2shape.square	Square	prose survives the readout filter
html-text	index.html	1275	div.section-header		UNSURE	no	lfo3-section.lfo-3	LFO 3	the element holds element children as well as this text — key the text in its own <span>, or applyLabel will delete the siblings
html-text	index.html	1275	#toggle-lfo3Sync		LABEL	no	toggle-lfo3Sync	Free	prose survives the readout filter
html-text	index.html	1275	#toggle-lfo3FreeRun		LABEL	no	toggle-lfo3FreeRun	Retrig	prose survives the readout filter
html-text	index.html	1279	span.dropdown-label		LABEL	no	lfo3-div-wrap.division	Division	prose survives the readout filter
html-text	index.html	1287	span.dropdown-label		LABEL	no	lfo3-section.shape	Shape	prose survives the readout filter
html-text	index.html	1289	option		LABEL	no	select-lfo3shape.sine	Sine	prose survives the readout filter
html-text	index.html	1289	option		LABEL	no	select-lfo3shape.triangle	Triangle	prose survives the readout filter
html-text	index.html	1289	option		LABEL	no	select-lfo3shape.saw	Saw	prose survives the readout filter
html-text	index.html	1289	option		LABEL	no	select-lfo3shape.square	Square	prose survives the readout filter
html-text	index.html	1295	div.section-header		UNSURE	no	lfo4-section.lfo-4	LFO 4	the element holds element children as well as this text — key the text in its own <span>, or applyLabel will delete the siblings
html-text	index.html	1295	#toggle-lfo4Sync		LABEL	no	toggle-lfo4Sync	Free	prose survives the readout filter
html-text	index.html	1295	#toggle-lfo4FreeRun		LABEL	no	toggle-lfo4FreeRun	Retrig	prose survives the readout filter
html-text	index.html	1299	span.dropdown-label		LABEL	no	lfo4-div-wrap.division	Division	prose survives the readout filter
html-text	index.html	1307	span.dropdown-label		LABEL	no	lfo4-section.shape	Shape	prose survives the readout filter
html-text	index.html	1309	option		LABEL	no	select-lfo4shape.sine	Sine	prose survives the readout filter
html-text	index.html	1309	option		LABEL	no	select-lfo4shape.triangle	Triangle	prose survives the readout filter
html-text	index.html	1309	option		LABEL	no	select-lfo4shape.saw	Saw	prose survives the readout filter
html-text	index.html	1309	option		LABEL	no	select-lfo4shape.square	Square	prose survives the readout filter
html-text	index.html	1321	div.section-header		LABEL	no	mod-tab.modulation-matrix	Modulation Matrix	prose survives the readout filter
